input_question,target_mongodb_query,target_python,target_answer,predicted_answer,generation_time,response_evaluation,response_score,predicted_python,python_evaluation,python_score
         ""data_streams"": [
            {
               ""camera_names"": [
                  ""Face Side Right"",
                  ""Face Bottom""
               ],
               ""daq_names"": [
                  """"
               ],
               ""detectors"": [
                  {
                     ""exposure_time"": ""5119.0627"",
                     ""exposure_time_unit"": ""millisecond"",
                     ""name"": ""Green CMOS"",
                     ""trigger_type"": ""Internal""
                  },
                  {
                     ""exposure_time"": ""5119.0627"",
                     ""exposure_time_unit"": ""millisecond"",
                     ""name"": ""Red CMOS"",
                     ""trigger_type"": ""Internal""
                  }
               ],
               ""ephys_modules"": [],
               ""fiber_connections"": [
                  {
                     ""fiber_name"": ""Fiber 0"",
                     ""output_power_unit"": ""microwatt"",
                     ""patch_cord_name"": ""Patch Cord A"",
                     ""patch_cord_output_power"": ""20""
                  },
                  {
                     ""fiber_name"": ""Fiber 1"",
                     ""output_power_unit"": ""microwatt"",
                     ""patch_cord_name"": ""Patch Cord B"",
                     ""patch_cord_output_power"": ""20""
                  },
                  {
                     ""fiber_name"": ""Fiber 2"",
                     ""output_power_unit"": ""microwatt"",
                     ""patch_cord_name"": ""Patch Cord C"",
                     ""patch_cord_output_power"": ""20""
                  },
                  {
                     ""fiber_name"": ""Fiber 3"",
                     ""output_power_unit"": ""microwatt"",
                     ""patch_cord_name"": ""Patch Cord D"",
                     ""patch_cord_output_power"": ""20""
                  }
               ],
               ""fiber_modules"": [],
               ""light_sources"": [
                  {
                     ""device_type"": ""Light emitting diode"",
                     ""excitation_power"": null,
                     ""excitation_power_unit"": ""milliwatt"",
                     ""name"": ""IR LED""
                  },
                  {
                     ""device_type"": ""Light emitting diode"",
                     ""excitation_power"": null,
                     ""excitation_power_unit"": ""milliwatt"",
                     ""name"": ""470nm LED""
                  },
                  {
                     ""device_type"": ""Light emitting diode"",
                     ""excitation_power"": null,
                     ""excitation_power_unit"": ""milliwatt"",
                     ""name"": ""415nm LED""
                  },
                  {
                     ""device_type"": ""Light emitting diode"",
                     ""excitation_power"": null,
                     ""excitation_power_unit"": ""milliwatt"",
                     ""name"": ""565nm LED""
                  }
               ],
               ""manipulator_modules"": [],
               ""mri_scans"": [],
               ""notes"": ""None;Fib modality: fib mode: Normal"",
               ""ophys_fovs"": [],
               ""slap_fovs"": [],
               ""software"": [
                  {
                     ""name"": ""dynamic-foraging-task"",
                     ""parameters"": {},
                     ""url"": ""https://github.com/AllenNeuralDynamics/dynamic-foraging-task.git"",
                     ""version"": ""behavior branch:main   commit ID:22437d52d47e9304a4cbfa1244bf856cfb0d213f    version:1.6.27; metadata branch: main   commit ID:22437d52d47e9304a4cbfa1244bf856cfb0d213f   version:1.6.27""
                  }
               ],
               ""stack_parameters"": null,
               ""stick_microscopes"": [],
               ""stream_end_time"": ""2025-02-21T10:18:00.625115-08:00"",
               ""stream_modalities"": [
                  {
                     ""abbreviation"": ""behavior-videos"",
                     ""name"": ""Behavior videos""
                  },
                  {
                     ""abbreviation"": ""fib"",
                     ""name"": ""Fiber photometry""
                  }
               ],
               ""stream_start_time"": ""2025-02-21T08:49:29.540138-08:00""
            }
         ],
         ""describedBy"": ""https://raw.githubusercontent.com/AllenNeuralDynamics/aind-data-schema/main/src/aind_data_schema/core/session.py"",
         ""experimenter_full_name"": [
            ""Huy Nguyen""
         ],
         ""headframe_registration"": null,
         ""iacuc_protocol"": ""2414"",
         ""maintenance"": [],
         ""mouse_platform_name"": ""mouse_tube_foraging"",
         ""notes"": """",
         ""protocol_id"": [
            """"
         ],
         ""reward_consumed_total"": ""669.0"",
         ""reward_consumed_unit"": ""microliter"",
         ""reward_delivery"": null,
         ""rig_id"": ""446_7D_20250218"",
         ""schema_version"": ""1.0.1"",
         ""session_end_time"": ""2025-02-21T10:18:00.625115-08:00"",
         ""session_start_time"": ""2025-02-21T08:49:29.540138-08:00"",
         ""session_type"": ""Coupled Without Baiting"",
         ""stimulus_epochs"": [
            {
               ""light_source_config"": [],
               ""notes"": ""The duration of go cue is 100 ms. The frequency is 7500 Hz. Amplitude is 73dB. The total reward consumed in the session is 669.0 microliters. The total reward including consumed in the session and supplementary water is 1.15 milliliters."",
               ""output_parameters"": {
                  ""meta"": {
                     ""box"": ""446-7-D"",
                     ""session_run_time_in_min"": 85
                  },
                  ""performance"": {
                     ""foraging_efficiency"": 0.6508928571428572,
                     ""foraging_efficiency_with_actual_random_seed"": 0.6492985971943888
                  },
                  ""task_parameters"": {
                     ""BlockBeta"": ""10"",
                     ""BlockMax"": ""35"",
                     ""BlockMin"": ""20"",
                     ""DelayBeta"": ""0.0"",
                     ""DelayMax"": ""0.3"",
                     ""DelayMin"": ""0.3"",
                     ""ITIBeta"": ""3.0"",
                     ""ITIMax"": ""10.0"",
                     ""ITIMin"": ""1.0"",
                     ""LeftValue_volume"": ""2.00"",
                     ""RightValue_volume"": ""2.00"",
                     ""Task"": ""Coupled Without Baiting"",
                     ""reward_probability"": ""[[0.7111111111111111, 0.08888888888888889]]""
                  },
                  ""water"": {
                     ""water_after_session"": 0.475,
                     ""water_day_total"": 1.15,
                     ""water_in_session_foraging"": 0.669,
                     ""water_in_session_manual"": 0.005999999999999894,
                     ""water_in_session_total"": 0.6749999999999999
                  }
               },
               ""reward_consumed_during_epoch"": ""669.0"",
               ""reward_consumed_unit"": ""microliter"",
               ""script"": null,
               ""session_number"": null,
               ""software"": [
                  {
                     ""name"": ""dynamic-foraging-task"",
                     ""parameters"": {},
                     ""url"": ""https://github.com/AllenNeuralDynamics/dynamic-foraging-task.git"",
                     ""version"": ""behavior branch:main   commit ID:22437d52d47e9304a4cbfa1244bf856cfb0d213f    version:1.6.27; metadata branch: main   commit ID:22437d52d47e9304a4cbfa1244bf856cfb0d213f   version:1.6.27""
                  }
               ],
               ""speaker_config"": {
                  ""name"": ""Stimulus Speaker"",
                  ""volume"": ""73"",
                  ""volume_unit"": ""decibels""
               },
               ""stimulus_device_names"": [
                  ""Stimulus Speaker""
               ],
               ""stimulus_end_time"": ""2025-02-21T10:14:43.521419-08:00"",
               ""stimulus_modalities"": [
                  ""Auditory""
               ],
               ""stimulus_name"": ""The behavior auditory go cue"",
               ""stimulus_parameters"": [
                  {
                     ""amplitude_modulation_frequency"": 7500,
                     ""bandpass_filter_type"": null,
                     ""bandpass_high_frequency"": null,
                     ""bandpass_low_frequency"": null,
                     ""bandpass_order"": null,
                     ""frequency_unit"": ""hertz"",
                     ""notes"": null,
                     ""sample_frequency"": ""96000"",
                     ""stimulus_name"": ""auditory go cue"",
                     ""stimulus_type"": ""Auditory Stimulation""
                  }
               ],
               ""stimulus_start_time"": ""2025-02-21T08:49:37.839302-08:00"",
               ""trials_finished"": 700,
               ""trials_rewarded"": 324,
               ""trials_total"": 700
            }
         ],
         ""subject_id"": ""775745"",
         ""weight_unit"": ""gram""
      }
   },
   {
      ""_id"": ""5a568345-36d6-495a-b8a1-97178d8aaf86"",
      ""name"": ""behavior_775745_2025-02-21_08-33-20_processed_2025-02-22_05-35-47"",
      ""session"": {
         ""describedBy"": ""https://raw.githubusercontent.com/AllenNeuralDynamics/aind-data-schema/main/src/aind_data_schema/core/session.py"",
         ""schema_version"": ""1.0.1"",
         ""protocol_id"": [
            """"
         ],
         ""experimenter_full_name"": [
            ""Huy Nguyen""
         ],
         ""session_start_time"": ""2025-02-21T08:49:29.540138-08:00"",
         ""session_end_time"": ""2025-02-21T10:18:00.625115-08:00"",
         ""session_type"": ""Coupled Without Baiting"",
         ""iacuc_protocol"": ""2414"",
         ""rig_id"": ""446_7D_20250218"",
         ""calibrations"": [],
         ""maintenance"": [],
         ""subject_id"": ""775745"",
         ""animal_weight_prior"": ""23.5"",
         ""animal_weight_post"": ""19.5"",
         ""weight_unit"": ""gram"",
         ""anaesthesia"": null,
         ""data_streams"": [
            {
               ""stream_start_time"": ""2025-02-21T08:49:29.540138-08:00"",
               ""stream_end_time"": ""2025-02-21T10:18:00.625115-08:00"",
               ""daq_names"": [
                  """"
               ],
               ""camera_names"": [
                  ""Face Side Right"",
                  ""Face Bottom""
               ],
               ""light_sources"": [
                  {
                     ""device_type"": ""Light emitting diode"",
                     ""name"": ""IR LED"",
                     ""excitation_power"": null,
                     ""excitation_power_unit"": ""milliwatt""
                  },
                  {
                     ""device_type"": ""Light emitting diode"",
                     ""name"": ""470nm LED"",
                     ""excitation_power"": null,
                     ""excitation_power_unit"": ""milliwatt""
                  },
                  {
                     ""device_type"": ""Light emitting diode"",
                     ""name"": ""415nm LED"",
                     ""excitation_power"": null,
                     ""excitation_power_unit"": ""milliwatt""
                  },
                  {
                     ""device_type"": ""Light emitting diode"",
                     ""name"": ""565nm LED"",
                     ""excitation_power"": null,
                     ""excitation_power_unit"": ""milliwatt""
                  }
               ],
               ""ephys_modules"": [],
               ""stick_microscopes"": [],
               ""manipulator_modules"": [],
               ""detectors"": [
                  {
                     ""name"": ""Green CMOS"",
                     ""exposure_time"": ""5119.0627"",
                     ""exposure_time_unit"": ""millisecond"",
                     ""trigger_type"": ""Internal""
                  },
                  {
                     ""name"": ""Red CMOS"",
                     ""exposure_time"": ""5119.0627"",
                     ""exposure_time_unit"": ""millisecond"",
                     ""trigger_type"": ""Internal""
                  }
               ],
               ""fiber_connections"": [
                  {
                     ""patch_cord_name"": ""Patch Cord A"",
                     ""patch_cord_output_power"": ""20"",
                     ""output_power_unit"": ""microwatt"",
                     ""fiber_name"": ""Fiber 0""
                  },
                  {
                     ""patch_cord_name"": ""Patch Cord B"",
                     ""patch_cord_output_power"": ""20"",
                     ""output_power_unit"": ""microwatt"",
                     ""fiber_name"": ""Fiber 1""
                  },
                  {
                     ""patch_cord_name"": ""Patch Cord C"",
                     ""patch_cord_output_power"": ""20"",
                     ""output_power_unit"": ""microwatt"",
                     ""fiber_name"": ""Fiber 2""
                  },
                  {
                     ""patch_cord_name"": ""Patch Cord D"",
                     ""patch_cord_output_power"": ""20"",
                     ""output_power_unit"": ""microwatt"",
                     ""fiber_name"": ""Fiber 3""
                  }
               ],
               ""fiber_modules"": [],
               ""ophys_fovs"": [],
               ""slap_fovs"": [],
               ""stack_parameters"": null,
               ""mri_scans"": [],
               ""stream_modalities"": [
                  {
                     ""name"": ""Behavior videos"",
                     ""abbreviation"": ""behavior-videos""
                  },
                  {
                     ""name"": ""Fiber photometry"",
                     ""abbreviation"": ""fib""
                  }
               ],
               ""software"": [
                  {
                     ""name"": ""dynamic-foraging-task"",
                     ""version"": ""behavior branch:main   commit ID:22437d52d47e9304a4cbfa1244bf856cfb0d213f    version:1.6.27; metadata branch: main   commit ID:22437d52d47e9304a4cbfa1244bf856cfb0d213f   version:1.6.27"",
                     ""url"": ""https://github.com/AllenNeuralDynamics/dynamic-foraging-task.git"",
                     ""parameters"": {}
                  }
               ],
               ""notes"": ""None;Fib modality: fib mode: Normal""
            }
         ],
         ""stimulus_epochs"": [
            {
               ""stimulus_start_time"": ""2025-02-21T08:49:37.839302-08:00"",
               ""stimulus_end_time"": ""2025-02-21T10:14:43.521419-08:00"",
               ""stimulus_name"": ""The behavior auditory go cue"",
               ""session_number"": null,
               ""software"": [
                  {
                     ""name"": ""dynamic-foraging-task"",
                     ""version"": ""behavior branch:main   commit ID:22437d52d47e9304a4cbfa1244bf856cfb0d213f    version:1.6.27; metadata branch: main   commit ID:22437d52d47e9304a4cbfa1244bf856cfb0d213f   version:1.6.27"",
                     ""url"": ""https://github.com/AllenNeuralDynamics/dynamic-foraging-task.git"",
                     ""parameters"": {}
                  }
               ],
               ""script"": null,
               ""stimulus_modalities"": [
                  ""Auditory""
               ],
               ""stimulus_parameters"": [
                  {
                     ""stimulus_type"": ""Auditory Stimulation"",
                     ""sitmulus_name"": ""auditory go cue"",
                     ""sample_frequency"": ""96000"",
                     ""amplitude_modulation_frequency"": 7500,
                     ""frequency_unit"": ""hertz"",
                     ""bandpass_low_frequency"": null,
                     ""bandpass_high_frequency"": null,
                     ""bandpass_filter_type"": null,
                     ""bandpass_order"": null,
                     ""notes"": null
                  }
               ],
               ""stimulus_device_names"": [
                  ""Stimulus Speaker""
               ],
               ""speaker_config"": {
                  ""name"": ""Stimulus Speaker"",
                  ""volume"": ""73"",
                  ""volume_unit"": ""decibels""
               },
               ""light_source_config"": [],
               ""output_parameters"": {
                  ""meta"": {
                     ""box"": ""446-7-D"",
                     ""session_run_time_in_min"": 85
                  },
                  ""water"": {
                     ""water_in_session_foraging"": 0.669,
                     ""water_in_session_manual"": 0.005999999999999894,
                     ""water_in_session_total"": 0.6749999999999999,
                     ""water_after_session"": 0.475,
                     ""water_day_total"": 1.15
                  },
                  ""performance"": {
                     ""foraging_efficiency"": 0.6508928571428572,
                     ""foraging_efficiency_with_actual_random_seed"": 0.6492985971943888
                  },
                  ""task_parameters"": {
                     ""ITIMin"": ""1.0"",
                     ""DelayMin"": ""0.3"",
                     ""DelayBeta"": ""0.0"",
                     ""DelayMax"": ""0.3"",
                     ""Task"": ""Coupled Without Baiting"",
                     ""BlockMax"": ""35"",
                     ""ITIMax"": ""10.0"",
                     ""ITIBeta"": ""3.0"",
                     ""BlockBeta"": ""10"",
                     ""BlockMin"": ""20"",
                     ""RightValue_volume"": ""2.00"",
                     ""LeftValue_volume"": ""2.00"",
                     ""reward_probability"": ""[[0.7111111111111111, 0.08888888888888889]]""
                  }
               },
               ""reward_consumed_during_epoch"": ""669.0"",
               ""reward_consumed_unit"": ""microliter"",
               ""trials_total"": 700,
               ""trials_finished"": 700,
               ""trials_rewarded"": 324,
               ""notes"": ""The duration of go cue is 100 ms. The frequency is 7500 Hz. Amplitude is 73dB. The total reward consumed in the session is 669.0 microliters. The total reward including consumed in the session and supplementary water is 1.15 milliliters.""
            }
         ],
         ""mouse_platform_name"": ""mouse_tube_foraging"",
         ""active_mouse_platform"": false,
         ""headframe_registration"": null,
         ""reward_delivery"": null,
         ""reward_consumed_total"": ""669.0"",
         ""reward_consumed_unit"": ""microliter"",
         ""notes"": """"
      }
   },
   {
      ""_id"": ""a70a9d53-1b84-486c-8f92-be58186bf437"",
      ""name"": ""behavior_775745_2025-02-25_09-39-55"",
      ""session"": {
         ""active_mouse_platform"": false,
         ""anaesthesia"": null,
         ""animal_weight_post"": ""19.5"",
         ""animal_weight_prior"": ""23.5"",
         ""calibrations"": [],
         ""data_streams"": [
            {
               ""camera_names"": [
                  ""Face Side Right"",
                  ""Face Bottom""
               ],
               ""daq_names"": [
                  """"
               ],
               ""detectors"": [
                  {
                     ""exposure_time"": ""5126.691308"",
                     ""exposure_time_unit"": ""millisecond"",
                     ""name"": ""Green CMOS"",
                     ""trigger_type"": ""Internal""
                  },
                  {
                     ""exposure_time"": ""5126.691308"",
                     ""exposure_time_unit"": ""millisecond"",
                     ""name"": ""Red CMOS"",
                     ""trigger_type"": ""Internal""
                  }
               ],
               ""ephys_modules"": [],
               ""fiber_connections"": [
                  {
                     ""fiber_name"": ""Fiber 0"",
                     ""output_power_unit"": ""microwatt"",
                     ""patch_cord_name"": ""Patch Cord A"",
                     ""patch_cord_output_power"": ""20""
                  },
                  {
                     ""fiber_name"": ""Fiber 1"",
                     ""output_power_unit"": ""microwatt"",
                     ""patch_cord_name"": ""Patch Cord B"",
                     ""patch_cord_output_power"": ""20""
                  },
                  {
                     ""fiber_name"": ""Fiber 2"",
                     ""output_power_unit"": ""microwatt"",
                     ""patch_cord_name"": ""Patch Cord C"",
                     ""patch_cord_output_power"": ""20""
                  },
                  {
                     ""fiber_name"": ""Fiber 3"",
                     ""output_power_unit"": ""microwatt"",
                     ""patch_cord_name"": ""Patch Cord D"",
                     ""patch_cord_output_power"": ""20""
                  }
               ],
               ""fiber_modules"": [],
               ""light_sources"": [
                  {
                     ""device_type"": ""Light emitting diode"",
                     ""excitation_power"": null,
                     ""excitation_power_unit"": ""milliwatt"",
                     ""name"": ""IR LED""
                  },
                  {
                     ""device_type"": ""Light emitting diode"",
                     ""excitation_power"": null,
                     ""excitation_power_unit"": ""milliwatt"",
                     ""name"": ""470nm LED""
                  },
                  {
                     ""device_type"": ""Light emitting diode"",
                     ""excitation_power"": null,
                     ""excitation_power_unit"": ""milliwatt"",
                     ""name"": ""415nm LED""
                  },
                  {
                     ""device_type"": ""Light emitting diode"",
                     ""excitation_power"": null,
                     ""excitation_power_unit"": ""milliwatt"",
                     ""name"": ""565nm LED""
                  }
               ],
               ""manipulator_modules"": [],
               ""mri_scans"": [],
               ""notes"": ""None;Fib modality: fib mode: Normal"",
               ""ophys_fovs"": [],
               ""slap_fovs"": [],
               ""software"": [
                  {
                     ""name"": ""dynamic-foraging-task"",
                     ""parameters"": {},
                     ""url"": ""https://github.com/AllenNeuralDynamics/dynamic-foraging-task.git"",
                     ""version"": ""behavior branch:main   commit ID:22437d52d47e9304a4cbfa1244bf856cfb0d213f    version:1.6.27; metadata branch: main   commit ID:22437d52d47e9304a4cbfa1244bf856cfb0d213f   version:1.6.27""
                  }
               ],
               ""stack_parameters"": null,
               ""stick_microscopes"": [],
               ""stream_end_time"": ""2025-02-25T11:09:11.830656-08:00"",
               ""stream_modalities"": [
                  {
                     ""abbreviation"": ""behavior-videos"",
                     ""name"": ""Behavior videos""
                  },
                  {
                     ""abbreviation"": ""fib"",
                     ""name"": ""Fiber photometry""
                  }
               ],
               ""stream_start_time"": ""2025-02-25T09:40:32.498448-08:00""
            }
         ],
         ""describedBy"": ""https://raw.githubusercontent.com/AllenNeuralDynamics/aind-data-schema/main/src/aind_data_schema/core/session.py"",
         ""experimenter_full_name"": [
            ""Huy Nguyen""
         ],
         ""headframe_registration"": null,
         ""iacuc_protocol"": ""2414"",
         ""maintenance"": [],
         ""mouse_platform_name"": ""mouse_tube_foraging"",
         ""notes"": """",
         ""protocol_id"": [
            """"
         ],
         ""reward_consumed_total"": ""600.0"",
         ""reward_consumed_unit"": ""microliter"",
         ""reward_delivery"": null,
         ""rig_id"": ""446_7D_20250218"",
         ""schema_version"": ""1.0.1"",
         ""session_end_time"": ""2025-02-25T11:09:11.830656-08:00"",
         ""session_start_time"": ""2025-02-25T09:40:32.498448-08:00"",
         ""session_type"": ""Uncoupled Without Baiting"",
         ""stimulus_epochs"": [
            {
               ""light_source_config"": [],
               ""notes"": ""The duration of go cue is 100 ms. The frequency is 7500 Hz. Amplitude is 73dB. The total reward consumed in the session is 600.0 microliters. The total reward including consumed in the session and supplementary water is 1.095 milliliters."",
               ""output_parameters"": {
                  ""meta"": {
                     ""box"": ""446-7-D"",
                     ""session_run_time_in_min"": 85
                  },
                  ""performance"": {
                     ""foraging_efficiency"": 0.7234765719834909,
                     ""foraging_efficiency_with_actual_random_seed"": 0.764102564102564
                  },
                  ""task_parameters"": {
                     ""BlockBeta"": ""10"",
                     ""BlockMax"": ""35"",
                     ""BlockMin"": ""20"",
                     ""DelayBeta"": ""0.0"",
                     ""DelayMax"": ""0.5"",
                     ""DelayMin"": ""0.5"",
                     ""ITIBeta"": ""3.0"",
                     ""ITIMax"": ""15.0"",
                     ""ITIMin"": ""1.0"",
                     ""LeftValue_volume"": ""2.00"",
                     ""RightValue_volume"": ""2.00"",
                     ""Task"": ""Uncoupled Without Baiting"",
                     ""reward_probability"": ""0.1, 0.4, 0.7""
                  },
                  ""water"": {
                     ""water_after_session"": 0.475,
                     ""water_day_total"": 1.095,
                     ""water_in_session_foraging"": 0.6,
